上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600307,甘肃酒钢集团宏兴钢铁股份有限公司,"Gan Su Jiu Steel Group Hong Xing Iron & Steel Co,Ltd",酒钢宏兴,600307,采矿业；金属冶炼及压延加工、销售业；电力、燃气、水、热力的生产、供应业；建筑业；物流、仓储、运输业；金属制品、化学品、工业产品、电气机械及器材制、建材、五金交电的生产、销售；橡胶制品加工、销售；废旧物资的回收、销售；计算机服务和软件业；科技开发、服务；计量器具检定、安装、维修；机械、设备维修及其配件的销售；特种设备安装、改造、维修、检验、检测；气体的生产、充装；进出口贸易；化学危险品。（最终变更情况以工商管理部门核准内容为准）,制造业,甘肃
C600308,山东华泰纸业股份有限公司,"Shandong Huatai Paper Co., ltd.",华泰股份,600308,纸张、纸浆及纸制品的制造、销售和技术开发；造纸原辅料及化工产品（不含化学危险品）的科研、生产及销售；造纸设备及机械配件的设计、加工和技术咨询服务；热电；经营本企业自产产品及相关技术的进出口业务。,制造业,山东
C600309,万华化学集团股份有限公司,"Wanhua Chemical Group Co.,Ltd.",万华化学,600309,聚氨酯及助剂、异氰酸酯及衍生产品的开发、技术服务及相关技术人员培训；聚醚及聚醚衍生品销售；环氧丙烷、丙烯、甲基叔丁基醚 、丙烯酸及丙烯酸酯系列产品、叔丁醇、正丁醇、新戊二醇、甲基丙烯酸甲酯、三羟甲基丙烷 、顺酐等产品的销售；批准范围内的自营进出口业务。,制造业,山东
C600310,广西桂东电力股份有限公司,"Guangxi Guidong Electric Power Co., ltd",桂东电力,600310,发电、供电，电力投资开发、电力实业、电力工程设计和安装、供水、公路建设等。,电力、煤气及水的生产和供应业,广西
C600311,甘肃荣华实业(集团)股份有限公司,"Gansu Ronghua Industry Group Co.,Ltd.",荣华实业,600311,"谷氨酸、生物发酵肥、淀粉及其副产品、饲料、包装材料、塑料制品的生产、批发零售，建筑材料、农副产品的批发零售（不含粮食批发），农业种植、养殖；本企业及成员企业自产产品及相关技术的出口；本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零部件及相关技术的进口、本企业的进料加工和""三来一补""（均不含国家限制和禁止的项目）；玉米收购。",制造业,甘肃
C600312,河南平高电气股份有限公司,"Henan Pinggao Electric Co.,Ltd.",平高电气,600312,制造、销售高压开关设备、控制设备及其配件(按国家有关规定)；咨询服务(国家专项规定的除外)；经营本企业自产产品及相关技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）；土地、厂房、设备的租赁；投资、投资管理。,制造业,河南
C600313,中垦农业资源开发股份有限公司,"Zhongken Agricultral Resource Development Co.,ltd",中农资源,600313,"    许可经营项目:批发预包装食品。
    一般经营项目:油料作物、花卉、剑麻的种植、加工、销售;粮食种植;水产品养殖;农业高新技术及产品的开发、技术转让、技术服务;种子加工设备、检验仪器的销售、安装;饲料销售;饲料添加剂、针纺织品及服装、皮革制品的生产、销售;金属材料、焦碳、橡胶及其制品、化工产品及化工轻工材料(危险化学品除外)、建筑材料、木材、机械电器设备、工艺美术品、土畜产品、百货、五金交电、电子计算机及其配件、胶合板的销售;蔬菜、水果的种植、加工;粮食、水产品加工;进出口业务;货物仓储服务;对农业、食品业的",农、林、牧、渔业,北京
C600315,上海家化联合股份有限公司,"Shanghai Jahwa United Co., Ltd",上海家化,600315,开发和生产化妆品，化妆用品及饰品，日用化学制品及原辅材料，包装容器，香精香料，清凉油，清洁制品，卫生制品，消毒制品，洗涤用品，口腔卫生用品，纸制品及湿纸巾，蜡制品，驱杀昆虫制品和驱杀昆虫用电器装置，美容美发用品及服务，日用化学品及化妆品技术服务，药品研究开发和技术转让，销售公司自产产品，从事货物及技术的进出口业务。,制造业,上海
C600316,江西洪都航空工业股份有限公司,"Jiangxi Hongdu Aviation Industry Co.,Ltd.",洪都航空,600316,基础教练机、通用飞机、其他航空产品及零件部件的设计、研制、生产、销售、维修及相关业务和进出口贸易；航空产品的转包生产；航空科学技术开发、咨询、服务、引进和转让；普通机械、五交化、金属材料及制品、仪器仪表、电器机械及器材、建筑材料等的制造、销售；金属表面处理、热处理；资产租赁及工商行政管理机关批准的其他业务,制造业,江西
C600317,营口港务股份有限公司,"Yingkou Port Liability Co.,Ltd.",营口港,600317,主营：码头及其他港口设施服务；货物装卸、仓储服务；船舶港口服务；港口设施、设备和港口机械的租赁、维修服务。兼营：钢结构工程；机件加工销售；港口机械、汽车配件、钢材、建材、橡胶制品销售；苫垫及劳保用品制作、销售；尼龙绳生产、销售；汽车修理，托辊生产、销售；港口起重运输机械设备制造安装销售，皮带机、斗轮机、拖车设备安装销售；起重设备维修、保养服务；供暖、物业管理。,交通运输、仓储业,辽宁
C600318,安徽巢东水泥股份有限公司,"Anhui Chaodong Cement Co.,Ltd.",巢东股份,600318,水泥及相关产品、轻钢结构、新型建材产品的生产与销售；非金属矿产品的开采、加工与销售；经营本企业自产产品及相关技术的进出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务；经营本企业的进料加工和'三来一补'业务；建材设计；设备制造、安装及调试；技术服务。,制造业,安徽
C600319,潍坊亚星化学股份有限公司,"Weifang Yaxing Chemical Co.,Ltd.",*ST亚星,600319,生产经营烧碱、氯化聚乙烯、液氯、水合肼、ADC 发泡剂、次氯酸钠溶液、氢气、废硫酸、非药品易制毒化学品盐酸等化工产品及其延伸加工产品；技术开发、服务及转让；生产经营热力、灰渣制品等。,制造业,山东
C600320,上海振华重工(集团)股份有限公司,"Shanghai Zhenhua Heavy Industries Co.,ltd.",振华重工,600320,设计、建造、安装和承包大型港口装卸系统和设备、海上重型装备、工程机械、工程船舶和大型金属结构件及部件、配件；船舶修理；设备租赁；自有房屋租赁；自产起重机租赁业务；销售公司自产产品；可用整机运输专用船从事国际海运；钢结构工程专业承包（涉及许可经营的凭许可证经营）。,制造业,上海
C600321,四川国栋建设股份有限公司,"Sichuan Guodong Construction Co., lt",国栋建设,600321,"""中高密度纤维板、刨花板、建筑模板、强化木地板、秸秆木质人造板、饰面板、地板、凹板印刷纸、浸渍装饰纸的制造和销售（含出口）；溅射镀膜；中空、钢化、夹胶玻璃及玻璃制品，玻璃深加工；玻璃机械设备，配件的制造、销售；工业与民用建筑总承包，木制品、混凝土构件生产，水利、路桥、市政工程施工；幕墙装饰；水电设备安装；开发、研制科技产品及相关技术培训、交流；消防施工；出口本企业自产的镀膜玻璃、钢化、中空、夹胶、工艺玻璃、中密度秸秆人造板、其他高新技术产品；进口本企业生产、科研所需原辅材料，机器设备，仪器仪表、?",制造业,四川
C600322,天津市房地产发展(集团)股份有限公司,"Tianjin Reality Development(Group) Co., Ltd.",天房发展,600322,房地产开发和销售；房地产信息咨询服务、中介服务；商品房代理销售；自有房屋租赁；房屋置换；以下限分支机构经营：物业管理；建筑设计、咨询；金属材料、建筑材料；工程项目管理及咨询服务（以上范围内国家有专营专项规定的按规定办理）。,房地产业,天津
C600323,南海发展股份有限公司,"Nanhai Development Co.,Ltd.",南海发展,600323,自来水的生产及供应；供水工程的设计、安装及技术咨询；销售：供水设备及相关物资；路桥及信息网络设施的投资；房地产经营；以下项目仅限设立分支机构经营：污水及废物处理设施的建设、设计、管理、经营、技术咨询及配套服务；销售：污水及废物处理设备及相关物资。,电力、煤气及水的生产和供应业,广东
C600325,珠海华发实业股份有限公司,"Huafa Industrial Co.,Ltd.Zhuhai",华发股份,600325,房地产经营、物业管理；批发零售、代购代销；建筑材料、金属材料（不含金银）、建筑五金、五金工具、电子产品及通信设备（不含移动通信终端设备）、化工原料（不含化学危险品）、五金交电、化工。,房地产业,广东
C600326,西藏天路股份有限公司,"Tibet Tianlu Co.,Ltd.",西藏天路,600326,公路工程施工总承包（贰级）；公路路面工程专业承包（壹级）；桥梁工程专业承包（壹级）；市政公用工程施工总承包（贰级）；公路路基工程专业承包（贰级）；铁路工程施工总承包（叁级）；水利水电工程施工总承包（叁级）；房屋建筑工程施工总承包（贰级）；与公路建设相关的建筑材料（含水泥制品）的生产、销售；筑路机械配件的经营、销售；汽车维修；塑料制品；氧气制造、销售。承包境外公路工程和境内国际招标工程，上述境外工程所需的设备、材料出口，对外派遣实施上述工程所需的劳务人员。,建筑业,西藏
